1739	58519.0854394436	89.4020943556000	1.18E-06
600	58519.1708227235	89.4021043254151	8.59E-06
10582	58520.0759174129	89.4021061612453	1.20E-07
1962	58521.0707001784	89.4021253647031	1.14E-06
3556	58521.0935130027	89.4021244161519	5.20E-07
6840	58521.1391965133	89.4021237216310	2.87E-07
3281	58522.0800540669	89.4021288467617	9.03E-07
6600	58527.0578747411	89.4021870800393	1.30E-07
2294	58528.0561701593	89.4022007672353	5.16E-07
10260	58528.0828254723	89.4021976628580	8.08E-08
1925	58529.0652865338	89.4022153086286	6.53E-07
4060	58529.0876709576	89.4022133226017	2.55E-07
6535	58530.0568556545	89.4022192605408	1.26E-07
5412	58530.1347033709	89.4022182463968	2.68E-07
6900	58531.1127066976	89.4022315121018	1.41E-07
4320	58532.0853272321	89.4022431825310	2.43E-07
4800	58532.1354200502	89.4022407666994	2.58E-07
717	58533.0492200646	89.4022539913820	2.86E-06
6573	58533.0576113019	89.4022513258871	1.34E-07
4005	58533.1401231819	89.4022541255998	3.87E-07
3759	58534.0394316247	89.4022643329440	6.14E-07
4370	58534.0830312958	89.4022602512939	6.32E-07
1274	58534.1378346876	89.4022637100999	4.82E-06
2339	58534.1526842623	89.4022720071000	2.25E-06
10800	58536.0472249428	89.4022844898910	6.98E-08
3000	58538.0262879482	89.4023042979562	3.61E-07
6333	58538.0610564557	89.4023086250195	1.59E-07
8401	58539.0378031152	89.4023158434641	9.90E-08
2700	58539.1396779644	89.4023160011484	7.62E-07
4365	58540.0273730000	89.4023256490115	2.07E-07
7860	58540.0781020589	89.4023303294863	1.44E-07
12480	58541.0214096213	89.4023387873172	6.36E-08
