#texp	MJD_bary		P_bary 			P_bary_err
900	58483.215036260200	89.4019261708958	6.33E-06
4664	58488.165936299800	89.4019930848418	5.88E-07
#300	58512.136735028400	89.4022010000000	3.55E-05
900	58512.144119445500	89.4022602427263	7.09E-06
